state,jurisdiction,chamber,office,full_name,party,stances,already_searched,seat_link,jurisdiction_from,official_urls,politician_id
,United States Federal Government,U.S. House of Representatives,Representative,Burgess Owens,,23,,current term,government,,cb87ddbb-5a83-45b7-b67a-789e63f0e58b
MA,"City of Fall River, Massachusetts, US",City Council,City Councilor,Andrew Raposo,,1,,current term,government,,00a6e310-45cc-49ab-a339-fe5bd791319d
MA,"City of Fall River, Massachusetts, US",City Council,City Councilor,Linda Pereira,,1,,current term,government,,23905e23-47f2-40b1-b514-93e9ef4e837f
MA,"City of Fall River, Massachusetts, US",City Council,Mayor,Paul Coogan,,4,,current term,government,,c62e5d6a-0115-4f2d-9084-b0c3980e6db4
MA,"City of Fall River, Massachusetts, US",City Council,City Councilor,Paul Hart,,1,,current term,government,,9f4b41dd-e90b-4aa0-b38b-f92cc8fa3de6
MA,"City of Medford, Massachusetts, US",City Council,City Councilor,Liz Mullane,,6,,current term,government,,5846208f-d354-4e01-aa0c-4328574357f1
MA,"City of New Bedford, Massachusetts, US",City Council,City Councilor (Ward 4),Derek Baptiste,,1,,current term,government,,93d505e0-01b6-412c-9e07-4c491bdab866
MA,"City of New Bedford, Massachusetts, US",City Council,City Councilor (Ward 5),Joseph Lopes,,2,,current term,government,,122c551d-7d99-496c-b3ce-62a5117bc0ab
MA,"City of New Bedford, Massachusetts, US",City Council,City Councilor (Ward 1),Leo Choquette,,1,,current term,government,,262fe14b-da7b-4a27-9aa1-1fe0a5e5b9ee
MA,"City of New Bedford, Massachusetts, US",City Council,City Councilor (Ward 6),Ryan Pereira,,1,,current term,government,,cab27094-b806-4ba5-a00e-6ec10230c61f
MA,"City of New Bedford, Massachusetts, US",City Council,City Councilor,Shane Burgo,,1,,current term,government,,4b0e72f4-15f8-495a-b90a-e5b8b987cd63
MA,"City of New Bedford, Massachusetts, US",City Council,City Councilor (Ward 3),Shawn Oliver,,1,,current term,government,,206795e1-0a66-4f8c-b526-b9200639ff15
MA,"City of Newton, Massachusetts, US",City Council,City Councilor,Allison Leary,,1,,current term,government,,bc313a82-8b30-4ca7-acdb-47d2cc6906e3
MA,"City of Newton, Massachusetts, US",City Council,City Councilor,David Kalis,,1,,current term,government,,cbc9201b-a23c-44ff-af75-5174d4531762
MA,"City of Newton, Massachusetts, US",City Council,City Councilor,Jacob Silber,,1,,current term,government,,ec923a42-9b27-4f8a-a839-69d6e45c2cf8
MA,"City of Newton, Massachusetts, US",City Council,City Councilor,John Oliver,,1,,current term,government,,c6a65ddf-9c48-4683-9100-28ce1c9f7983
MA,"City of Newton, Massachusetts, US",City Council,City Councilor,Josh Krintzman,,1,,current term,government,,67e5e2f0-f5dc-430b-9d7f-8a10e9a5e6a2
MA,"City of Newton, Massachusetts, US",City Council,City Councilor (Ward 3),Julia Malakie,,1,,current term,government,,a00a26a4-f0f1-4a12-945a-d52498de8a3f
MA,"City of Newton, Massachusetts, US",City Council,Mayor,Marc C. Laredo,,2,,current term,government,,9c64b145-cce4-4b31-a4e0-c041a12af62b
MA,"City of Newton, Massachusetts, US",City Council,City Councilor,Pamela Wright,,2,,current term,government,,8a35fe01-8450-4726-a9b3-b61b7a967475
MA,"City of Newton, Massachusetts, US",City Council,City Councilor (Ward 7),R. Lisle Baker,,1,,current term,government,,9d34705c-0a66-4c08-8936-7e63629ce435
MA,"City of Newton, Massachusetts, US",City Council,City Councilor,Sean Roche,,2,,current term,government,,e9abe848-ca92-4197-924d-294e7ed92100
MA,"City of Quincy, Massachusetts, US",City Council,City Councilor,Anne Mahoney,,4,,current term,government,,40769774-6c39-42bd-8f4d-4f26a6c36770
MA,"City of Quincy, Massachusetts, US",City Council,City Councilor (Ward 1),David Jacobs,,2,,current term,government,,b56123a8-952f-4c4a-aa4e-7e8c2fa92de1
MA,"City of Quincy, Massachusetts, US",City Council,City Councilor (Ward 6),Deborah Riley,,2,,current term,government,,2ae196f5-cbbc-4f36-aac6-749b75738a9b
MA,"City of Quincy, Massachusetts, US",City Council,City Councilor (Ward 5),Maggie McKee,,2,,current term,government,,83bc7737-c296-487a-aa3c-643c4ad6b7af
MA,"City of Quincy, Massachusetts, US",City Council,City Councilor (Ward 2),Richard Ash,,2,,current term,government,,0f16bef4-ff4c-4200-a025-cd47548fc0c6
MA,"City of Quincy, Massachusetts, US",City Council,Mayor,Thomas P. Koch,,8,,current term,government,,9fb47aff-9128-4214-af78-a4d8321f9f83
MA,"City of Quincy, Massachusetts, US",City Council,City Councilor (Ward 4),Virginia Ryan,,2,,current term,government,,e32d6ab5-fef1-4666-a16f-c21903008c89
MA,"City of Quincy, Massachusetts, US",City Council,City Councilor (Ward 3),Walter Hubley,,3,,current term,government,,d9c1a224-8844-440c-b8ec-f1eec59783e6
MA,"City of Quincy, Massachusetts, US",City Council,City Councilor,Ziqiang Yuan,,4,,current term,government,,560e1838-9f8f-4227-baa4-060ea62d38c0
MA,"City of Somerville, Massachusetts, US",City Council,City Councilor,Ben Wheeler,,2,,current term,government,,ce379255-f87e-4856-9e2c-dda38c976bdc
MA,"City of Somerville, Massachusetts, US",City Council,City Councilor (Ward 7),Emily Hardt,,2,,current term,government,,bc02a2c7-2033-40a3-89f6-e50d95ac1e4e
MA,"City of Somerville, Massachusetts, US",City Council,City Councilor,Jon Link,,4,,current term,government,,8242a03d-6801-4b91-aed9-918a603b4a21
MA,"City of Waltham, Massachusetts, US",City Council,City Councillor,Colleen Bradley-MacArthur,,1,,current term,government,,42550273-382a-481f-afc9-ccdf32329bf6
MA,"City of Waltham, Massachusetts, US",City Council,City Councillor,Paul Brasco,,1,,current term,government,,28d25ed6-6a0f-428e-8b42-85a448ffb0c2
MA,"City of Waltham, Massachusetts, US",City Council,City Councillor,Randall LeBlanc,,1,,current term,government,,73a1f2f1-9112-4820-b853-8a8542c72d85
MA,"City of Waltham, Massachusetts, US",City Council,City Councillor,Tim King,,1,,current term,government,,ab208b92-9067-4f3d-9791-60b404793b3a
TX,"City of Celina, Texas, US",City Council,Council Member Place 4,Shea Scott,,2,,current term,government,,91128e4f-94f6-4119-8087-4449ee16964a
TX,"City of Farmersville, Texas, US",City Council,Council Member Place 4,Mike Henry,,1,,current term,government,{https://www.farmersvilletx.com/city-council},5712d682-ffd5-4e6d-afa8-9707613fd838
TX,State of Texas,Texas State Senate,Senator,Adam Hinojosa,,6,,current term,government,,0c6c482a-feba-45bc-821b-02769a810063
TX,State of Texas,Texas House of Representatives,Representative,Aicha Davis,,3,,current term,government,,37be7b0c-64a5-426d-be36-3272ffc9675b
TX,State of Texas,Texas House of Representatives,Representative,AJ Louderback,,8,,current term,government,,3c083452-8494-4c47-b6e8-327dc24584c7
TX,State of Texas,Texas House of Representatives,Representative,Alan Schoolcraft,,5,,current term,government,,c4e1ab3e-27b2-4531-987e-11958d0c23c4
TX,State of Texas,Texas House of Representatives,Representative,Alma Allen,,3,,current term,government,,4750d905-2ccc-4eaf-9a69-f5f20ef8b18f
TX,State of Texas,Texas House of Representatives,Representative,Ana Hernandez,,5,,current term,government,,f6570c10-effb-41e1-b559-ef9ca41a2bf1
TX,State of Texas,Texas House of Representatives,Representative,Ana-Maria Ramos,,6,,current term,government,,bd563960-3aa8-4d4d-94cb-62b6c2ae0656
TX,State of Texas,Texas House of Representatives,Representative,Andy Hopper,,7,,current term,government,,b266c38d-9763-48d4-bcba-7b44adf79ab9
TX,State of Texas,Texas House of Representatives,Representative,Angelia Orr,,9,,current term,government,,9ced80ef-935e-47a3-ab6c-92f31e31e5e8
TX,State of Texas,Texas House of Representatives,Representative,Ann Johnson,,7,,current term,government,,136fc01b-f061-4e30-9aa7-d5735e0a4659
TX,State of Texas,Texas House of Representatives,Representative,Armando Martinez,,8,,current term,government,,d9486e4a-490a-4d87-a495-655cce9700e2
TX,State of Texas,Texas House of Representatives,Representative,Armando Walle,,8,,current term,government,,c456d802-e836-4208-8d18-33402c807429
TX,State of Texas,Texas House of Representatives,Representative,Barbara Gervin-Hawkins,,8,,current term,government,,1a94bee0-7418-4b75-ba17-f3cf97d888aa
TX,State of Texas,Texas House of Representatives,Representative,Ben Bumgarner,,8,,current term,government,,586b4b4d-26f1-449c-90ba-55d4aec48066
TX,State of Texas,Texas State Senate,Senator,Borris Miles,,7,,current term,government,,67a35228-1353-4044-90b2-cd8fcf48de7b
TX,State of Texas,Texas House of Representatives,Representative,Brad Buckley,,9,,current term,government,,d701afd5-c15c-48c4-8f16-54aa142a6769
TX,State of Texas,Texas State Senate,Senator,Brian Birdwell,,25,,current term,government,,7de0d70b-81ba-484c-aa82-43dfb4dadd0a
TX,State of Texas,Texas House of Representatives,Representative,Brian Harrison,,4,,current term,government,,1df6d2a2-8b75-43a9-9a05-b8caa9a65894
TX,State of Texas,Texas House of Representatives,Representative,Briscoe Cain,,10,,current term,government,,9d6eae75-9400-46bf-a2f1-34de55db3d49
TX,State of Texas,Texas House of Representatives,Representative,Brooks Landgraf,,5,,current term,government,,90d94c32-12a1-433a-8ab4-418cd2f05c01
TX,State of Texas,Texas House of Representatives,Representative,Carl Tepper,,10,,current term,government,,21d1e18c-f192-4a1a-9dc0-36bd873a3daa
TX,State of Texas,Texas State Senate,Senator,Carol Alvarado,,25,,current term,government,,6ed2b57e-4930-4099-8567-d5a6bf7b999f
TX,State of Texas,Texas House of Representatives,Representative,Caroline Fairly,,8,,current term,government,,0dc7e2da-505d-42b6-af05-a2105ce81379
TX,State of Texas,Texas House of Representatives,Representative,Caroline Harris Davila,,8,,current term,government,,9c6b89e7-f71a-4bf7-9a32-d611afe28cb8
TX,State of Texas,Texas House of Representatives,Representative,Carrie Isaac,,11,,current term,government,,42370d1a-2ffd-480b-a24f-b2a39405c929
TX,State of Texas,Texas House of Representatives,Representative,Cecil Bell Jr.,,5,,current term,government,,015a74ba-4e2b-4c79-b9bd-271ea9b7230c
TX,State of Texas,Texas State Senate,Senator,César Blanco,,25,,current term,government,,32608fd7-5038-4474-bfa9-7392b5e0eb80
TX,State of Texas,Texas House of Representatives,Representative,Charlene Ward Johnson,,3,,current term,government,,60e2bada-4104-47af-b4d7-93662e401543
TX,State of Texas,Texas House of Representatives,Representative,Charles Cunningham,,3,,current term,government,,032bb339-c63b-4510-93e5-25e72c4f9632
TX,State of Texas,Texas State Senate,Senator,Charles Perry,,25,,current term,government,,eb7ef2a7-d0bb-475e-b2de-d96e6931932c
TX,State of Texas,Texas State Senate,Senator,Charles Schwertner,,21,,current term,government,,ea7694f7-b2bb-4b53-8248-bae698545f24
TX,State of Texas,Texas House of Representatives,Representative,Charlie Geren,,4,,current term,government,,01d02684-5189-4b52-9d38-e7827b4d6b42
TX,State of Texas,Texas House of Representatives,Representative,Chris Turner,,11,,current term,government,,625ec7a8-10b3-446d-a935-a8bee51e72fd
TX,State of Texas,Texas House of Representatives,Representative,Christian Manuel,,9,,current term,government,,6d13d033-f970-4356-8cce-73d81f342dc8
TX,State of Texas,Texas House of Representatives,Representative,Christina Morales,,7,,current term,government,,b5e9a6f8-e768-402e-aff5-77dc22e68115
TX,State of Texas,Texas House of Representatives,Representative,Claudia Ordaz,,10,,current term,government,,d45bbf56-7e43-4932-b536-fd73173eb295
TX,State of Texas,Texas House of Representatives,Representative,Cody Harris,,9,,current term,government,,c6dcdb47-9bbd-4c9b-9169-77e6082f17b1
TX,State of Texas,Texas House of Representatives,Representative,Cody Vasut,,12,,current term,government,,2f3450e1-7b1c-4ca0-ae62-581bbc2cf606
TX,State of Texas,Texas House of Representatives,Representative,Cole Hefner,,9,,current term,government,,cb331eaa-fe08-4692-b92c-c3d303a426aa
TX,State of Texas,Texas House of Representatives,Representative,Dade Phelan,,4,,current term,government,,9974fbb8-10d1-452c-ae8e-a853dd3f7d37
TX,State of Texas,Texas House of Representatives,Representative,Daniel Alders,,4,,current term,government,,687ba2dd-c179-4ac6-abb2-3a5ac7ed43bb
TX,State of Texas,Texas House of Representatives,Representative,David Cook,,7,,current term,government,,5249613b-40df-4458-830d-cdbb121961dc
TX,State of Texas,Texas House of Representatives,Representative,David Lowe,,4,,current term,government,,382d9814-389e-4205-b48c-67f3b9f7b332
TX,State of Texas,Texas House of Representatives,Representative,David Spiller,,8,,current term,government,,2c5de636-b661-4b8f-8863-f10aa25e54ce
TX,State of Texas,Texas House of Representatives,Representative,Denise Villalobos,,10,,current term,government,,1d0242ba-f594-4764-b071-22cc86a7cc30
TX,State of Texas,Texas House of Representatives,Representative,Dennis Paul,,9,,current term,government,,a80b2deb-e005-4115-b5c0-2a050fa6a1ec
TX,State of Texas,Texas House of Representatives,Representative,Diego Bernal,,7,,current term,government,,3a310d29-093f-417b-a23f-885aa3658b12
TX,State of Texas,Texas House of Representatives,Representative,Don McLaughlin,,7,,current term,government,,481d7dae-0a6f-4e54-917c-72a2c6be6731
TX,State of Texas,Texas State Senate,Senator,Donna Campbell,,15,,current term,government,,02e74087-5a81-474b-9771-62451239007a
TX,State of Texas,Texas House of Representatives,Representative,Donna Howard,,15,,current term,government,,92dbc7a4-34e5-4da3-8d75-133752cb7268
TX,State of Texas,Texas House of Representatives,Representative,Drew Darby,,13,,current term,government,,b01f30e9-0c17-4d59-af5f-a90c176b133d
TX,State of Texas,Texas House of Representatives,Representative,Dustin Burrows,,15,,current term,government,,30063951-196d-4eea-a8da-4ac1702bd867
TX,State of Texas,Texas House of Representatives,Representative,Eddie Morales,,15,,current term,government,,155a62d8-9e8e-4231-94dc-823b9f15b30b
TX,State of Texas,Texas House of Representatives,Representative,Elizabeth Campos,,11,,current term,government,,c1914284-9aee-44f4-8b7f-a833d8f392e7
TX,State of Texas,Texas House of Representatives,Representative,Ellen Troxclair,,12,,current term,government,,c27708ad-8718-4b73-99c4-c3161c130462
TX,State of Texas,Texas House of Representatives,Representative,Erin Gamez,,10,,current term,government,,112dd21d-c4ea-4299-91a4-46508b74fdca
TX,State of Texas,Texas House of Representatives,Representative,Erin Zwiener,,11,,current term,government,,17648ed7-5a6a-4ac1-b49e-0d3eaf08417e
TX,State of Texas,Texas House of Representatives,Representative,Gary Gates,,12,,current term,government,,1769fdb6-9c60-4c99-b08d-55cbe95bcedd
TX,State of Texas,Texas House of Representatives,Representative,Gary VanDeaver,,11,,current term,government,,0f8b9952-c966-415a-bb5a-35a95430e80b
TX,State of Texas,Texas House of Representatives,Representative,Gene Wu,,7,,current term,government,,5b64f3b4-1ec1-4247-9ff3-9e7043be21d6
TX,State of Texas,Texas House of Representatives,Representative,Gina Hinojosa,,8,,current term,government,,bc67255e-e79d-4328-9775-a7ac7cd1efce
TX,State of Texas,Texas House of Representatives,Representative,Giovanni Capriglione,,9,,current term,government,,b652c0bb-1dc5-4043-8a2e-9e12ea034dc8
TX,State of Texas,Texas House of Representatives,Representative,Greg Bonnen,,9,,current term,government,,afdc1bdd-8975-4d9f-9071-ab5065450ea9
TX,State of Texas,Texas House of Representatives,Representative,Harold Dutton Jr.,,4,,current term,government,,9c972a56-0084-483d-a4f2-8b42a823e58a
TX,State of Texas,Texas House of Representatives,Representative,Helen Kerwin,,7,,current term,government,,d9dbb8f1-c49a-4a95-8a53-8aaf34809ffe
TX,State of Texas,Texas House of Representatives,Representative,Hillary Hickland,,7,,current term,government,,82968d14-f39b-401d-821c-89825a9811ac
TX,State of Texas,Texas House of Representatives,Representative,Hubert Vo,,5,,current term,government,,25183d7a-9300-4065-8d42-941ae826ca91
TX,State of Texas,Texas House of Representatives,Representative,James Frank,,8,,current term,government,,3b3da471-8c67-4ea5-bb5f-fa1b2c0ce095
TX,State of Texas,Texas House of Representatives,Representative,Janie Lopez,,9,,current term,government,,df2b0dba-63d7-4f18-b713-7cc0594ec61d
TX,State of Texas,Texas House of Representatives,Representative,Janis Holt,,5,,current term,government,,b36348f0-135f-4ea4-983d-70775f71e03e
TX,State of Texas,Texas House of Representatives,Representative,Jay Dean,,8,,current term,government,,b10ab09a-0945-4ee7-a78c-a25288a6f136
TX,State of Texas,Texas House of Representatives,Representative,Jeffrey Barry,,7,,current term,government,,f6e50487-d839-479d-8efd-9937a09f9ab4
TX,State of Texas,Texas House of Representatives,Representative,Jessica Gonzalez,,6,,current term,government,,e36f4bc1-4896-48cb-8ae7-39e1f742ace3
TX,State of Texas,Texas State Senate,Senator,Joan Huffman,,11,,current term,government,,0ad0ceaa-2aa7-477b-bafb-03e927fe81ff
TX,State of Texas,Texas House of Representatives,Representative,Joanne Shofner,,6,,current term,government,,e1b7592e-6f9a-411a-96c3-19f1ccc23435
TX,State of Texas,Texas House of Representatives,Representative,Joe Moody,,2,,current term,government,,819c3c06-c958-4e98-bc60-da91e3fb5c24
TX,State of Texas,Texas House of Representatives,Representative,John Bryant,,11,,current term,government,,70920806-a146-4dc3-8cc7-4566f9caf903
TX,State of Texas,Texas House of Representatives,Representative,John Bucy III,,7,,current term,government,,2be64a58-ae2c-4eee-b80d-6e673ef774bd
TX,State of Texas,Texas House of Representatives,Representative,John Lujan,,3,,current term,government,,4001a833-a971-45ec-a625-cdb206d3c2ed
TX,State of Texas,Texas House of Representatives,Representative,John McQueeney,,6,,current term,government,,f920022b-4aa0-47ae-a5ae-c2edf3e17044
TX,State of Texas,Texas House of Representatives,Representative,John Smithee,,5,,current term,government,,edad1d9c-b40b-407c-bdcc-af34e3f37413
TX,State of Texas,Texas House of Representatives,Representative,Jolanda Jones,,7,,current term,government,,67a194b0-2584-48c6-a431-7abb70c96288
TX,State of Texas,Texas House of Representatives,Representative,Jon Rosenthal,,5,,current term,government,,f5f63005-94a6-4170-b120-a421ea5a8f3b
TX,State of Texas,Texas House of Representatives,Representative,Jose Manuel Lozano,,4,,current term,government,,e0a0c582-de13-4999-88fd-859a4dfba6c2
TX,State of Texas,Texas State Senate,Senator,José Menéndez,,15,,current term,government,,ada67d5b-b7d5-4ab9-a751-59355715c3e1
TX,State of Texas,Texas House of Representatives,Representative,Josey Garcia,,2,,current term,government,,2824037c-8574-41f6-9fc9-a1342d32250b
TX,State of Texas,Texas State Senate,Senator,"Juan ""Chuy"" Hinojosa",,16,,current term,government,,6153ca04-6c12-4a04-b58b-5a6db1e92861
TX,State of Texas,Texas State Senate,Senator,Judith Zaffirini,,24,,current term,government,,1d0b1e50-5bd7-46f6-b9a9-6ca7cdfcebe6
TX,State of Texas,Texas House of Representatives,Representative,Keith Bell,,5,,current term,government,,b5f2f8c9-13ab-4e15-82dd-dbecb6466084
TX,State of Texas,Texas House of Representatives,Representative,Ken King,,4,,current term,government,,7ee40e9b-00d6-45ca-870f-d7a1e4f5dc9e
TX,State of Texas,Texas State Senate,Senator,Kevin Sparks,,22,,current term,government,,183d6ca3-be06-4d4f-a727-103687f80e69
TX,State of Texas,Texas House of Representatives,Representative,Lacey Hull,,5,,current term,government,,02288122-6afb-46c4-ae9f-a712152b1a73
TX,State of Texas,Texas House of Representatives,Representative,Lauren Ashley Simmons,,4,,current term,government,,d62f0017-3d27-43f0-8908-781f3c9e5050
TX,State of Texas,Texas House of Representatives,Representative,Linda Garcia,,3,,current term,government,,08e96b22-0cdc-48bb-b94a-ef4c54491f98
TX,State of Texas,Texas State Senate,Senator,Lois Kolkhorst,,23,,current term,government,,2db78ab9-242e-46cd-ba95-5c504a2c8892
TX,State of Texas,Texas House of Representatives,Representative,Lulu Flores,,9,,current term,government,,6af34442-997a-4b8d-8c19-3ae65519fa38
TX,State of Texas,Texas House of Representatives,Representative,Mano DeAyala,,9,,current term,government,,6121f45c-3508-43a7-a36e-871901303d73
TX,State of Texas,Texas House of Representatives,Representative,Marc LaHood,,10,,current term,government,,786ac925-59d3-40e3-a9ce-b63a54f4caf4
TX,State of Texas,Texas House of Representatives,Representative,Mark Dorazio,,14,,current term,government,,207cb8e4-14f2-49e1-8786-9533dc9b9d31
TX,State of Texas,Texas House of Representatives,Representative,Mary Ann Perez,,8,,current term,government,,50d759c2-05cc-4769-a1d9-69b282745d0d
TX,State of Texas,Texas House of Representatives,Representative,Mary Gonzalez,,9,,current term,government,,619ad301-d993-40b3-94fe-0eb956932dae
TX,State of Texas,Texas House of Representatives,Representative,Matt Morgan,,9,,current term,government,,c0019789-2464-47bf-81a5-73fc2867a6c7
TX,State of Texas,Texas State Senate,Senator,Mayes Middleton,,23,,current term,government,,92169386-c7ca-4edb-8446-56b565ad8c02
TX,State of Texas,Texas House of Representatives,Representative,Mike Olcott,,11,,current term,government,,ecf2b5c5-8686-4160-8f7d-a0090e5c4a47
TX,State of Texas,Texas House of Representatives,Representative,Mike Schofield,,8,,current term,government,,83004c0d-69f2-4b8f-9089-1c5d1fd296cd
TX,State of Texas,Texas State Senate,Senator,Molly Cook,,14,,current term,government,,e9ae7dbc-e266-4d10-ad47-4cd63efc5d0d
TX,State of Texas,Texas House of Representatives,Representative,Morgan Meyer,,5,,current term,government,,1c90dfec-8203-4c1c-9158-48b775862109
TX,State of Texas,Texas House of Representatives,Representative,Nate Schatzline,,9,,current term,government,,14694bb4-489f-4223-9961-d899b51146a7
TX,State of Texas,Texas House of Representatives,Representative,Nicole Collier,,8,,current term,government,,41e2f865-d56b-4999-9232-57473dea13ee
TX,State of Texas,Texas House of Representatives,Representative,Oscar Longoria,,6,,current term,government,,2d3e3416-fb12-455b-9010-4185010fb3aa
TX,State of Texas,Texas House of Representatives,Representative,Pat Curry,,10,,current term,government,,0fa291b4-7f6b-4004-8bb9-19a11b75ab26
TX,State of Texas,Texas State Senate,Senator,Paul Bettencourt,,18,,current term,government,,f7f56e38-194a-4cc5-8883-cba2a61a2a62
TX,State of Texas,Texas House of Representatives,Representative,Paul Dyson,,10,,current term,government,,933d4df6-d2ac-4d2c-82b9-a7676bf2c269
TX,State of Texas,Texas House of Representatives,Representative,Penny Morales Shaw,,11,,current term,government,,81d931a9-5906-4ff4-9ac8-15b49c4ae38a
TX,State of Texas,Texas State Senate,Senator,Pete Flores,,13,,current term,government,,29fcdf7e-e3e2-4463-b461-ffd7a34a8754
TX,State of Texas,Texas State Senate,Senator,Phil King,,15,,current term,government,,457620ac-d32b-434f-ad00-d860a5615e6d
TX,State of Texas,Texas House of Representatives,Representative,Philip Cortez,,9,,current term,government,,fd716f6e-aa75-4829-ae39-43e31516b3a5
TX,State of Texas,Texas House of Representatives,Representative,Rafael Anchia,,10,,current term,government,,217dbd01-bbb3-45ef-afc3-a1a94a937583
TX,State of Texas,Texas House of Representatives,Representative,Ramon Romero Jr.,,8,,current term,government,,ff0ce995-51b0-42fd-ae1a-458062b0ce1f
TX,State of Texas,Texas House of Representatives,Representative,Ray Lopez,,8,,current term,government,,a436b52d-8801-4588-b676-bd101bb2bdeb
TX,State of Texas,Texas House of Representatives,Representative,Rhetta Bowers,,8,,current term,government,,f4286f1f-dda7-4fe4-9473-455772f40fae
TX,State of Texas,Texas House of Representatives,Representative,Richard Hayes,,6,,current term,government,,099c7880-e909-4874-a257-cc8ca54ca7bd
TX,State of Texas,Texas House of Representatives,Representative,Richard Raymond,,6,,current term,government,,76fb2373-43c5-4f18-9e0f-18da31e0f863
TX,State of Texas,Texas House of Representatives,Representative,Robert Guerra,,5,,current term,government,,6577418b-49cc-4a03-a194-97020e0e8c9a
TX,State of Texas,Texas State Senate,Senator,Robert Nichols,,15,,current term,government,,1ea8b603-7f4d-40e5-b8c7-0ba19af17717
TX,State of Texas,Texas State Senate,Senator,Roland Gutierrez,,17,,current term,government,,3aee54f8-89eb-425d-b850-19fff9f2c8ea
TX,State of Texas,Texas House of Representatives,Representative,Ron Reynolds,,9,,current term,government,,2f16bdad-8486-48c7-94f2-cbe7ea6853c9
TX,State of Texas,Texas State Senate,Senator,Royce West,,17,,current term,government,,1ff93be4-a2d0-432b-af59-ef6ace1eb77b
TX,State of Texas,Texas House of Representatives,Representative,Ryan Guillen,,7,,current term,government,,b6ea3b73-5664-462f-bc99-6c377418c34f
TX,State of Texas,Texas House of Representatives,Representative,Salman Bhojani,,7,,current term,government,,32cd74d7-cd2a-4420-8e96-7f34c253dba6
TX,State of Texas,Texas House of Representatives,Representative,Sam Harless,,5,,current term,government,,47101bc2-46a8-4412-b2b6-2347697ba2fe
TX,State of Texas,Texas State Senate,Senator,Sarah Eckhardt,,20,,current term,government,,2775a1c4-d7e5-45ce-9633-f1ad137c546a
TX,State of Texas,Texas House of Representatives,Representative,Senfronia Thompson,,7,,current term,government,,c783e709-2cef-460e-af1e-8b4f8e8339b0
TX,State of Texas,Texas House of Representatives,Representative,Sergio Munoz,,4,,current term,government,,65bdba41-859d-41ba-bb25-65e8ba50f5ad
TX,State of Texas,Texas House of Representatives,Representative,Shelby Slawson,,8,,current term,government,,ac161830-6b8a-479d-8ef4-c0eb3d93df83
TX,State of Texas,Texas House of Representatives,Representative,Sheryl Cole,,5,,current term,government,,712486e7-0730-4c6c-866e-2b8ce458d1bb
TX,State of Texas,Texas House of Representatives,Representative,Stan Gerdes,,8,,current term,government,,002f4446-75be-4860-935e-3cb65ce296fb
TX,State of Texas,Texas House of Representatives,Representative,Stan Kitzman,,7,,current term,government,,c41d17c7-ca70-4c7c-85d4-8e85e4288742
TX,State of Texas,Texas House of Representatives,Representative,Stan Lambert,,7,,current term,government,,47cdb7af-9fff-487a-a6d1-23c66d21a414
TX,State of Texas,Texas House of Representatives,Representative,Suleman Lalani,,10,,current term,government,,96a7a21f-87c1-4a3c-b7ee-4caa30d8ff09
TX,State of Texas,Texas State Senate,Senator,Taylor Rehmet,,5,,current term,government,,490693bc-abac-4bcb-ab2d-5127c08952af
TX,State of Texas,Texas House of Representatives,Representative,Terri Leo-Wilson,,14,,current term,government,,edbedc04-f48d-48b9-b229-1f10db22b4f6
TX,State of Texas,Texas House of Representatives,Representative,Terry Canales,,11,,current term,government,,02691090-c16c-4216-ac3b-1caa89a618a8
TX,State of Texas,Texas House of Representatives,Representative,Terry Meza,,12,,current term,government,,b9cb31c9-15e0-405d-a8a0-d64850bf0955
TX,State of Texas,Texas House of Representatives,Representative,Terry Wilson,,14,,current term,government,,56b91150-194f-4699-ba31-e944443eacae
TX,State of Texas,Texas House of Representatives,Representative,Todd Hunter,,14,,current term,government,,d66fb5fd-7b56-47a5-9762-e29b7403bb39
TX,State of Texas,Texas House of Representatives,Representative,Tom Craddick,,13,,current term,government,,44d86767-7041-4ce9-9d03-ce23dd663c95
TX,State of Texas,Texas House of Representatives,Representative,Tom Oliverson,,14,,current term,government,,8d339a48-dabd-424c-ac3c-e1e128b68bf8
TX,State of Texas,Texas House of Representatives,Representative,Toni Rose,,14,,current term,government,,43567dd1-db59-40af-928e-03708237eb98
TX,State of Texas,Texas House of Representatives,Representative,Trent Ashby,,5,,current term,government,,754cf14b-7282-46cb-a2d8-5aee3639f003
TX,State of Texas,Texas House of Representatives,Representative,Trey Martinez Fischer,,5,,current term,government,,d4eb0cfb-f7e4-4d07-b44b-a046e06108e5
TX,State of Texas,Texas House of Representatives,Representative,Trey Wharton,,3,,current term,government,,81932e53-b3f3-436a-90bb-61df43447953
TX,State of Texas,Texas House of Representatives,Representative,Valoree Swanson,,6,,current term,government,,7c2c52a2-4047-4090-bc88-e543aaaeba50
TX,State of Texas,Texas House of Representatives,Representative,Venton Jones,,4,,current term,government,,e8058f2b-c68a-474b-b9fe-df4d2d22545b
TX,State of Texas,Texas House of Representatives,Representative,Vikki Goodwin,,5,,current term,government,,f39b0865-c923-428a-b940-09138c09e4e8
TX,State of Texas,Texas House of Representatives,Representative,Vincent Perez,,3,,current term,government,,6bdea3fd-5a3f-4d43-a0cc-9f4c7373c269
TX,State of Texas,Texas House of Representatives,Representative,Wesley Virdell,,5,,current term,government,,8925add1-8c61-4d2d-92e8-4314df644187
TX,State of Texas,Texas House of Representatives,Representative,Will Metcalf,,8,,current term,government,,9ce81b97-6e02-4bdb-b9dc-e2592d4ce87c
